confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk,word_pk
,Super-counterpart (),,,49148,{},,hajon,49149,435299,42099
,Para-counterpart (),,,49149,{},,džanen,49150,435694,41967
,Para-counterpart (),,,49151,{},,pindžaren,49152,435694,42715
,Super-counterpart (),,,49152,{},,találinen,49153,436089,42976
,Exact counterpart (),,,49153,{},,utánozinen,49154,436484,43079
,Exact counterpart (),,,49154,{},,diťhol,49155,436879,41933
,Super-counterpart (),,,49155,{},,gondulato,49156,437274,42077
,Exact counterpart (),,,49156,{},,okošno,49157,437669,42583
,Super-counterpart (),,,49157,{},,goďaver,49158,437669,42070
,Super-counterpart (),,,49158,{},,dilino,49159,438064,41926
,Exact counterpart (),,,49159,{},,butavo,49160,438064,41774
,Sub-counterpart (),,,49160,{},,bambavo,49161,438064,41686
,Super-counterpart (),,,49161,{},,dilino,49162,438459,41926
,Super-counterpart (),,,49162,{},,zavarošno,49163,438459,43156
,Super-counterpart (),,,49163,{},,sikjon,49164,438854,42885
,Super-counterpart (),,,49164,{},,sikjon,49165,439249,42885
,Super-counterpart (),,,49165,{},,sikaven,49166,439644,42882
,Super-counterpart (),,,49166,{},,sikjaren,49167,439644,42884
,Exact counterpart (),,,49167,{},,iškoláši,49168,440039,42179
,Exact counterpart (),,,49168,{},,tanuló,49169,440039,42982
,Exact counterpart (),,,49169,{},,dijáko,49170,440039,41918
,Exact counterpart (),,,49170,{},,"tanító, tėnító",49171,440434,42979
,Sub-counterpart (),,,49171,{},,"tanítókiňa, tėnítókiňa",49172,440434,42980
,Exact counterpart (),,,49172,{},,iškola,49173,440829,42178
,Sub-counterpart (),,,49173,{},,"emlékezinen, emléksinen",49174,441224,41986
,Sub-counterpart (),,,49174,{},,aven andi gódi,49175,441224,41670
,Exact counterpart (),,,49175,{},,pobiskeren,49176,441619,42729
,Super-counterpart (),,,49176,{},,világošno,49177,442014,43133
,Super-counterpart (),,,49177,{},,šúžo,49178,442014,42961
,Exact counterpart (),,,49178,{},,titkošno,49179,442804,43032
,Exact counterpart (),,,49179,{},,bistošno,49180,443199,41746
,Exact counterpart (),,,49180,{},,maďarázinen,49181,443594,42437
,Exact counterpart (),,,49181,{},,sándíko,49182,443989,42828
,Super-counterpart (),,,49182,{},,kítelkedíši,49183,444779,42320
,Super-counterpart (),,,49183,{},,kítelkedinen,49184,445174,42319
,Exact counterpart (),,,49184,{},,peken ánde,49185,445569,42660
,Sub-counterpart (),,,49185,{},,site,49186,445964,42906
,Sub-counterpart (),,,49186,{},,kampe,49187,445964,42218
,Sub-counterpart (),,,49187,{},,kampon,49188,445964,42219
,Sub-counterpart (),,,49188,{},,sikšígo,49189,445964,42888
,Super-counterpart (),,,49189,{},,keňňíno,49190,446359,42260
,Super-counterpart (),,,49190,{},,pháro,49191,446754,42685
,Super-counterpart (),,,49191,{},,próbinen,49192,447149,42758
,Super-counterpart (),,,49192,{},,próbálinen,49193,447149,42757
,Exact counterpart (),,,49193,{},,taj,49194,447939,42971
,Exact counterpart (),,,49194,{},,"mėrt, mėr",49195,448334,42466
,Exact counterpart (),,,49195,{},,mivėl,49196,448334,42481
,Super-counterpart (),,,49196,{},,te,49197,448729,42990
,Exact counterpart (),,,49197,{},,vaď,49198,449124,43085
,Super-counterpart (),,,49198,{},,"hát, há",49199,449519,42119
,Super-counterpart (),,,49199,{},,na,49200,449914,42523
,Exact counterpart (),,,49200,{},,sar,49201,450309,42834
,Super-counterpart (),,,49201,{},,kiťi,49202,450704,42321
,Super-counterpart (),,,49202,{},,kiťi,49203,451099,42321
,Super-counterpart (),,,49203,{},,so,49204,451494,42914
,Exact counterpart (),,,49204,{},,kana,49205,451889,42221
,Sub-counterpart (),,,49205,{},,káj,49206,452284,42207
,Sub-counterpart (),,,49206,{},,kija,49207,452284,42302
,Super-counterpart (),,,49207,{},,savo,49208,452679,42844
,Exact counterpart (),,,49208,{},,ko,49209,453074,42327
,Exact counterpart (),,,49209,{},,soske,49210,453469,42936
,Super-counterpart (),,,49210,{},,so,49211,453469,42914
,Super-counterpart (),,,49214,{},,hango,49215,453864,42112
,Exact counterpart (),,,49215,{},,ďijázinen,49216,454259,41919
,Exact counterpart (),,,49216,{},,vičinen,49217,454654,43124
,Exact counterpart (),,,49217,{},,šušoginen,49218,455049,42956
,Exact counterpart (Cf. also tal pro nakh vakeren ‘to speak under one’s nose’.),,,49218,{},,morginen,49219,455444,42490
,Exact counterpart (),,,49219,{},,fiťelinen,49220,455839,42031
,Super-counterpart (),,,49220,{},,ordítinen,49221,456234,42600
,Super-counterpart (),,,49221,{},,ňerítinen,49222,456234,42553
,Super-counterpart (),,,49222,{},,šikójtinen,49223,456234,42887
,Super-counterpart (),,,49223,{},,roven,49224,456629,42803
,Super-counterpart (),,,49224,{},,vakeren,49225,457024,43090
,Exact counterpart (),,,49225,{},,hėbėginen,49226,457419,42126
,Exact counterpart (),,,49226,{},,phenen,49227,457814,42691
,Super-counterpart (),,,49227,{},,vakeren,49228,458209,43090
,Super-counterpart (),,,49228,{},,vakeribe,49229,458604,43092
,Exact counterpart (),,,49229,{},,halgatinen,49230,458999,42105
,Super-counterpart (),,,49230,{},,čhib,49231,459394,41817
,Exact counterpart (),,,49231,{},,álav,49232,459789,41624
,Exact counterpart (),,,49232,{},,ánav,49233,460184,41635
,Exact counterpart (),,,49233,{},,phučen,49234,460579,42689
,Exact counterpart (),,,49234,{},,fėlėlinen,49235,460974,42017
,Exact counterpart (),,,49235,{},,pindžaren ánde,49236,461369,42716
,Exact counterpart (),,,49236,{},,tagadinen,49237,461764,42969
,Exact counterpart (),,,49237,{},,mangen,49238,462159,42446
,Exact counterpart (),,,49238,{},,priminen,49239,462554,42738
,Exact counterpart (),,,49239,{},,phenen pále,49240,462949,42692
,Exact counterpart (),,,49240,{},,tiltinen,49241,463344,43027
,Super-counterpart (),,,49241,{},,phenen téle,49242,463739,42693
,Super-counterpart (),,,49242,{},,akharen,49243,464134,41618
,Super-counterpart (),,,49243,{},,akharen,49244,464529,41618
,Super-counterpart (),,,49244,{},,nevezinen,49245,464529,42554
,Super-counterpart (),,,49245,{},,jėlentinen,49246,464924,42195
,Super-counterpart (),,,49246,{},,daraven,49247,465319,41898
,Exact counterpart (),,,49247,{},,ašaren pe/pumen,49248,465714,41658
,Exact counterpart (),,,49248,{},,írinen,49249,466109,42175
,Super-counterpart (),,,49249,{},,genen,49250,466504,42061
,Super-counterpart (),,,49251,{},,papíri,49252,466899,42635
,Exact counterpart (),,,49252,{},,tollo,49253,467294,43035
,Exact counterpart (),,,49253,{},,keňvo,49254,467689,42261
,Exact counterpart (),,,49254,{},,veršíró,49255,468084,43116
,Super-counterpart (),,,49255,{},,šípa,49256,468479,42896
,Exact counterpart (),,,49256,{},,dobo,49257,468874,41935
,Sub-counterpart (),,,49261,{},,trombita,49262,469269,43050
,Exact counterpart (),,,49262,{},,čerginen,49263,469664,41806
,Exact counterpart (),,,49263,{},,"čergó, čergóva",49264,469664,41807
,Para-counterpart (),,,49266,{},,álmo,49267,470059,41629
,Super-counterpart (),,,49267,{},,phú,49268,470059,42703
,Exact counterpart (),,,49268,{},,hazájo,49269,470454,42124
,Exact counterpart (),,,49269,{},,fóro,49270,470849,42040
,Exact counterpart (),,,49270,{},,gav,49271,471244,42057
,Super-counterpart (),,,49271,{},,határi,49272,471639,42120
,Super-counterpart (),,,49272,{},,nípo,49273,472034,42561
,Exact counterpart (),,,49273,{},,fajta,49274,472429,42004
,Sub-counterpart (),,,49274,{},,vajda,49275,472824,43089
,Para-counterpart (),,,49275,{},,vėzėtó,49276,472824,43122
,Para-counterpart (),,,49276,{},,fé,49277,472824,42011
,Super-counterpart (),,,49277,{},,kopaj,49278,473219,42345
,Exact counterpart (),,,49278,{},,bota,49279,473219,41758
,Super-counterpart (),,,49279,{},,vėzėtinen,49280,473614,43121
,Exact counterpart (),,,49280,{},,királi,49281,474009,42311
,Super-counterpart (),,,49281,{},,kiráckiňa,49282,474404,42310
,Para-counterpart (),,,49282,{},,raj,49283,474799,42772
,Para-counterpart (),,,49283,{},,ráni,49284,474799,42776
,Para-counterpart (),,,49284,{},,raj,49285,475589,42772
,Para-counterpart (),,,49285,{},,ráni,49286,475589,42776
,Exact counterpart (),,,49286,{},,rabo,49287,475984,42768
,Exact counterpart (),,,49287,{},,solga,49288,476379,42931
,Exact counterpart (),,,49288,{},,sabadítinen,49289,539579,42811
,Exact counterpart (),,,49289,{},,parančolinen,49290,477169,42641
,Exact counterpart (),,,49290,{},,kanden,49291,477564,42223
,Super-counterpart (),,,49291,{},,muken,49292,477959,42507
,Super-counterpart (),,,49292,{},,engedinen,49293,477959,41987
,Exact counterpart (),,,49293,{},,baráto,49294,478354,41698
,Sub-counterpart (),,,49294,{},,haveri,49295,478354,42122
,Sub-counterpart (),,,49295,{},,pajtáši,49296,478354,42616
,Exact counterpart (),,,49296,{},,ellėnšígo,49297,478749,41983
,Exact counterpart (),,,49297,{},,somsído,49298,479144,42934
,Super-counterpart (),,,49298,{},,idegenno,49299,479539,42154
,Exact counterpart (),,,49299,{},,vėndígo,49300,479934,43091
,Super-counterpart (),,,49300,{},,akharen,49301,539974,41618
,Exact counterpart (There is no noun meaning ‘host’ in SR (cf. Hungarian vendéglátó ‘host’).),,,49301,{},,vėndígelinav,49302,480329,43111
,Exact counterpart (),,,49302,{},,šegítinen,49303,480724,42848
,Super-counterpart (),,,49303,{},,vídinen,49304,481119,43126
,Exact counterpart (),,,49304,{},,sokáši,49305,481514,42930
,Exact counterpart (),,,49306,{},,feleškedíši,49307,481909,42018
,Exact counterpart (),,,49307,{},,pellíši,49308,481909,42665
,Exact counterpart (),,,49308,{},,pelinibe,49309,481909,42664
,Exact counterpart (),,,49309,{},,talákozinen,49310,482699,42975
,Exact counterpart (),,,49310,{},,lubni,49311,483094,42425
,Para-counterpart (),,,49312,{},,marakodinen,49313,483489,42450
,Sub-counterpart (),,,49313,{},,háborúzinen,49314,483489,42093
,Exact counterpart (),,,49314,{},,háború,49315,483884,42092
,Super-counterpart (),,,49315,{},,bíkeššígo,49316,484279,41733
,Para-counterpart (),,,49316,{},,smírom,49317,484279,42913
,Exact counterpart (),,,49317,{},,lukestašágo,49318,484674,42427
,Exact counterpart (),,,49318,{},,lukesto,49319,485069,42428
,Exact counterpart (),,,49319,{},,itlėko,49320,485464,42182
,Exact counterpart (),,,49320,{},,feďveri,49321,485464,42013
,Super-counterpart (),,,49321,{},,kopaj,49322,485859,42345
,Exact counterpart (),,,49322,{},,pariťťa,49323,486649,42643
,Super-counterpart (),,,49323,{},,ňila,49324,487044,42558
,Exact counterpart (),,,49324,{},,šípo,49325,487439,42898
,Exact counterpart (),,,49325,{},,ošťepo,49326,487834,42606
,Super-counterpart (),,,49326,{},,kardo,49327,488229,42235
,Exact counterpart (),,,49327,{},,puška,49328,488624,42767
,Exact counterpart (),,,49328,{},,páncílke gáda,49329,489019,42628
,Exact counterpart (),,,49329,{},,šišako,49330,489414,42902
,Exact counterpart (),,,49330,{},,helma,49331,489414,42130
,Exact counterpart (),,,49331,{},,torňo,49332,490599,43038
,Super-counterpart (),,,49332,{},,ňeríši,49333,490994,42552
,Exact counterpart (),,,49333,{},,ňerinibe,49334,490994,42551
,Para-counterpart (),,,49334,{},,vestíši,49335,491389,43120
,Exact counterpart (),,,49335,{},,támodáši,49336,491784,42977
,Super-counterpart (),,,49336,{},,vídinen,49337,492179,43126
,Super-counterpart (),,,49337,{},,lípinen pále,49338,492574,42414
,Super-counterpart (),,,49338,{},,phenen upre,49339,492969,42694
,Exact counterpart (),,,49339,{},,fogla,49340,493364,42033
,Sub-counterpart (),,,49340,{},,bertenéreši,49341,493364,41720
,Para-counterpart (),,,49341,{},,rabo,49342,493364,42768
,Para-counterpart (),,,49342,{},,viďázó,49343,493759,43125
,Exact counterpart (),,,49343,{},,éršígo,49344,493759,41994
,Sub-counterpart (),,,49344,{},,baxo,49345,493759,41712
,Exact counterpart (),,,49345,{},,halási,49346,494944,42104
,Super-counterpart (),,,49346,{},,horga,49347,495339,42146
,Super-counterpart (),,,49347,{},,žinego,49348,495734,43165
,Exact counterpart (),,,49348,{},,hálló,49349,496129,41910
,Exact counterpart (),,,49349,{},,"čaló, čálló",49350,496919,41787
,Exact counterpart (),,,49350,{},,vadásinen,49351,497314,43086
,Exact counterpart (),,,49351,{},,levinen,49352,497709,42407
,Sub-counterpart (),,,49352,{},,lédezinen,49353,497709,42389
,Sub-counterpart (),,,49353,{},,kárjázinen,49354,497709,42236
,Exact counterpart (),,,49354,{},,den kárja,49355,497709,41905
,Super-counterpart (),,,49355,{},,múlinen,49356,498104,42509
,Super-counterpart (),,,49356,{},,čabda,49357,498499,41779
,Exact counterpart (),,,49359,{},,tervíňa,49360,499289,43008
,Super-counterpart (),,,49360,{},,bíróšágo,49361,499684,41741
,Exact counterpart (),,,49361,{},,súdo,49362,499684,42948
,Exact counterpart (),,,49362,{},,"kríza, krísa",49363,499684,42361
,Super-counterpart (),,,49363,{},,čhoren,49364,500474,41825
,Super-counterpart (),,,49364,{},,bíróšágo,49365,500869,41741
,Exact counterpart (),,,49365,{},,bíró,49366,501264,41740
,Exact counterpart (),,,49366,{},,tanú,49367,502449,42981
,Exact counterpart (),,,49367,{},,sojharen,49368,502844,42927
,Exact counterpart (),,,49368,{},,sojharibe,49369,503239,42928
,Sub-counterpart (),,,49369,{},,sojhar,49370,503239,42926
,Exact counterpart (),,,49370,{},,ítílinen,49371,504029,42181
,Exact counterpart (),,,49371,{},,sikaven ánde,49372,504424,42883
,Exact counterpart (),,,49372,{},,bínešno,49373,505214,41737
,Exact counterpart (),,,49373,{},,hibášno,49374,505214,42134
,Exact counterpart (),,,49374,{},,bíntelėnno,49375,505609,41738
,Exact counterpart (),,,49375,{},,bíntetíši,49376,506004,41739
,Exact counterpart (),,,49376,{},,berteno,49377,506794,41721
,Super-counterpart (),,,49377,{},,murdaribe,49378,507189,42515
,Exact counterpart (),,,49378,{},,ďilkoššágo,49379,507189,41928
,Super-counterpart (),,,49379,{},,lubipe,49380,507584,42424
,Exact counterpart (),,,49380,{},,erésakolláši,49381,507979,41993
,Exact counterpart (),,,49381,{},,čóren,49382,509164,41863
,Exact counterpart (),,,49382,{},,čór,49383,509559,41862
,Sub-counterpart (),,,49383,{},,čórkiňa,49384,509559,41864
,Super-counterpart (),,,49384,{},,hito,49385,509954,42139
,Exact counterpart (),,,49385,{},,dél,49386,510349,41902
,Super-counterpart (),,,49386,{},,khangéri,49387,510744,42295
,Super-counterpart (),,,49387,{},,khangéri,49388,573549,42295
,Exact counterpart (),,,49388,{},,muslimki khangéri,49389,573944,42520
,Exact counterpart (),,,49389,{},,muslimkhangéri,49390,573944,42519
,Exact counterpart (),,,49390,{},,oltári,49391,511139,42587
,Exact counterpart (),,,49391,{},,molinen,49392,512324,42488
,Exact counterpart (),,,49392,{},,rašaj,49393,512719,42777
,Exact counterpart (),,,49393,{},,sentno,49394,513114,42862
,Exact counterpart (),,,49394,{},,prédikálinen,49395,513509,42753
,Exact counterpart (),,,49395,{},,áldinen,49396,513904,41625
,Exact counterpart (),,,49396,{},,átkozinen,49397,514299,41667
,Para-counterpart (),,,49397,{},,košen,49398,514299,42357
,Exact counterpart (),,,49398,{},,bétlinen,49399,514694,41723
,Super-counterpart (),,,49399,{},,nebo,49400,515089,42547
,Exact counterpart (),,,49400,{},,poklo,49401,515484,42734
,Sub-counterpart (),,,49401,{},,béng,49402,515879,41716
,Super-counterpart (),,,49402,{},,čohanipe,49403,516669,41856
,Sub-counterpart (),,,49403,{},,čoháni,49404,517064,41855
,Sub-counterpart (),,,49404,{},,čoháno,49405,517064,41857
,Sub-counterpart (),,,49405,{},,víla,49406,517459,43130
,Sub-counterpart (),,,49406,{},,véšeskeri džuvli,49407,517459,43118
,Sub-counterpart (),,,49407,{},,páňiskeri džuvli,49408,517459,42631
,Sub-counterpart (),,,49408,{},,škráteko,49409,517459,42910
,Exact counterpart (),,,49409,{},,sėllėmo,49410,517854,42852
,Super-counterpart (),,,49410,{},,múlo (2),49411,517854,42491
,Super-counterpart (),,,49411,{},,jelentíši,49412,518249,42196
,Exact counterpart (),,,49415,{},,rádió,49416,518644,42769
,Exact counterpart (),,,49416,{},,televízijó,49417,519039,42997
,Exact counterpart (),,,49417,{},,telefono,49418,519434,42996
,Exact counterpart (),,,49418,{},,bicigli,49419,538789,41727
,Exact counterpart (),,,49419,{},,motorka,49420,519829,42499
,Exact counterpart (),,,49420,{},,avutó,49421,520224,41673
,Exact counterpart (),,,49421,{},,busi,49422,520619,41772
,Exact counterpart (),,,49422,{},,vonato,49423,536419,43147
,Exact counterpart (),,,49423,{},,repilló,49424,521014,42786
,Exact counterpart (),,,49424,{},,villaňi,49425,521409,43139
,Exact counterpart (),,,49425,{},,ėllemo,49426,521804,41982
,Exact counterpart (),,,49426,{},,baterka,49427,521804,41709
,Exact counterpart (),,,49427,{},,fékezinen,49428,537209,42015
,Exact counterpart (),,,49428,{},,motori,49429,537999,42498
,Exact counterpart (),,,49429,{},,gípo,49430,538394,42068
,Sub-counterpart (),,,49430,{},,nafta,49431,537604,42526
,Sub-counterpart (),,,49431,{},,petrolímo,49432,537604,42676
,Exact counterpart (),,,49432,{},,korházo,49433,522199,42350
,Exact counterpart (),,,49433,{},,sestrička,49434,522594,42873
,Exact counterpart (),,,49434,{},,tabletta,49435,522989,42966
,Exact counterpart (),,,49435,{},,inekció,49436,523384,42168
,Exact counterpart (),,,49436,{},,sėmivėgo,49437,531679,42857
,Exact counterpart (),,,49437,{},,vláda,49438,525359,43143
,Exact counterpart (),,,49438,{},,prezidento,49439,525754,42704
,Exact counterpart (),,,49439,{},,ministeri,49440,526149,42477
,Exact counterpart (),,,49440,{},,čendéri,49441,526544,41801
,Exact counterpart (),,,49441,{},,čendéršígo,49442,526544,41802
,Super-counterpart (),,,49442,{},,čačuno,49443,526544,41781
,Exact counterpart (),,,49443,{},,voďičáko,49444,526939,43144
,Super-counterpart (),,,49444,{},,papíri,49445,526939,42635
,Super-counterpart (),,,49445,{},,tábla,49446,540369,42965
,Exact counterpart (),,,49446,{},,kerestlėvėlo,49447,536814,42273
,Super-counterpart (),,,49447,{},,válostáši,49448,527729,43098
,Exact counterpart (),,,49448,{},,címo,49449,535629,41846
,Exact counterpart (),,,49449,{},,sámo,49450,536024,42826
,Exact counterpart (),,,49450,{},,ucca,49451,539184,43057
,Super-counterpart (),,,49451,{},,póšta,49452,528124,42743
,Super-counterpart (),,,49452,{},,billego,49453,528519,41736
,Super-counterpart (),,,49453,{},,kárťa,49454,528914,42237
,Exact counterpart (),,,49454,{},,kípešlapo,49455,540764,42309
,Exact counterpart (),,,49455,{},,banka,49456,529309,41694
,Exact counterpart (),,,49456,{},,čapo,49457,523779,41789
,Super-counterpart (),,,49457,{},,moždó,49458,524174,42501
,Exact counterpart (),,,49458,{},,"vécė, véca",49459,524569,43107
,Exact counterpart (),,,49459,{},,klozeto,49460,524569,42324
,Exact counterpart (),,,49460,{},,madraci,49461,524964,42438
,Exact counterpart (),,,49461,{},,bátogó,49462,529704,41710
,Sub-counterpart (),,,49462,{},,konzerva,49463,529704,42342
,Exact counterpart (),,,49463,{},,čavaró,49464,530099,41794
,Exact counterpart (),,,49464,{},,šrófo,49465,530099,42944
,Exact counterpart (),,,49465,{},,čavarhúzó,49466,530494,41792
,Super-counterpart (),,,49466,{},,caklo,49467,530889,41783
,Sub-counterpart (),,,49467,{},,gullipe,49468,531284,42082
,Para-counterpart (),,,49468,{},,pekibe,49469,531284,42662
,Exact counterpart (),,,49469,{},,míaňago,49470,532074,42468
,Exact counterpart (),,,49470,{},,bomba,49471,532469,41755
,Exact counterpart (),,,49471,{},,míhėlė,49472,532864,42471
,Exact counterpart (),,,49472,{},,cigaretta,49473,533259,41836
,Exact counterpart (),,,49473,{},,újšágo,49474,535234,43066
,Exact counterpart (),,,49474,{},,naptári,49475,533654,42536
,Super-counterpart (),,,49475,{},,mozi,49476,534049,42504
,Exact counterpart (),,,49476,{},,zėnė,49477,534444,43160
,Sub-counterpart (),,,49477,{},,bašajibe,49478,534444,41704
,Exact counterpart (),,,49478,{},,ďíli,49479,534839,41925
,Exact counterpart (),,,49479,{},,teja,49480,545899,42992
,Exact counterpart (),,,49480,{},,kávéja,49481,546294,42244
,Exact counterpart (),,,49481,{},,oven (2),49482,541159,42609
,Super-counterpart (),,,49482,{},,oven (1),49483,541554,42608
,Super-counterpart (),,,49483,{},,bi,49484,541949,41725
,Super-counterpart (),,,49484,{},,bisti,49485,541949,41745
,Super-counterpart (),,,49485,{},,bistal,49486,541949,41743
,Exact counterpart (),,,49486,{},,-ha ~ -hė ~ -ca,49487,577104,42089
,Super-counterpart (),,,49487,{},,perdal,49488,542344,42668
,Exact counterpart (),,,49488,{},,préku,49489,542344,42754
,Super-counterpart (),,,49489,{},,na,49490,543134,42523
,Sub-counterpart (),,,49490,{},,ma,49491,543134,42431
,Sub-counterpart (),,,49491,{},,adá,49492,543529,41608
,Sub-counterpart (),,,49492,{},,aká,49493,543529,41614
,Para-counterpart (),,,49493,{},,odá,49494,543924,42573
,Sub-counterpart (),,,49494,{},,oká,49495,543924,42579
,Sub-counterpart (),,,49495,{},,adaj,49496,544319,41611
,Sub-counterpart (),,,49496,{},,anďa,49497,544319,41637
,Sub-counterpart (),,,49497,{},,ákaj,49498,544319,41615
,Sub-counterpart (),,,49498,{},,akija,49499,544319,41621
,Sub-counterpart (),,,49499,{},,odoj,49500,544714,42575
,Sub-counterpart (),,,49500,{},,onďa,49501,544714,42589
,Sub-counterpart (),,,49501,{},,okoj,49502,544714,42581
,Sub-counterpart (),,,49502,{},,okija,49503,544714,42580
,Super-counterpart (),,,49503,{},,áver,49504,545109,41672
,Super-counterpart (),,,49504,{},,buter,49505,545109,41775
,Super-counterpart (),,,49505,{},,áver,49506,546689,41672
,Exact counterpart (),,,49506,{},,uďanodá,49507,542739,43061
,Exact counterpart (),,,49507,{},,"ništa, ništ",49508,574339,42564
